proteinIDA,proteinIDB,interfaceA,interfaceB,clusterIDA,clusterIDB,entryID
1E1H-1-A-1-12015,1E1H-1-B-2-11135,/data4/hfxie/Dataset/Interfaces/1E1H/1/A-B-A,/data4/hfxie/Dataset/Interfaces/1E1H/1/A-B-B,12015,11135,1E1H
3K3Q-2-A-1-8821,3K3Q-2-B-2-12015,/data4/hfxie/Dataset/Interfaces/3K3Q/2/A-B-A,/data4/hfxie/Dataset/Interfaces/3K3Q/2/A-B-B,8821,12015,3K3Q
3K3Q-2-A-1-8821,3K3Q-2-C-3-11135,/data4/hfxie/Dataset/Interfaces/3K3Q/2/A-C-A,/data4/hfxie/Dataset/Interfaces/3K3Q/2/A-C-C,8821,11135,3K3Q
7FFN-1-L-2-983,7FFN-1-N-4-6001,/data4/hfxie/Dataset/Interfaces/7FFN/1/L-N-L,/data4/hfxie/Dataset/Interfaces/7FFN/1/L-N-N,983,6001,7FFN
7SFW-1-E-2-6001,7SFW-1-O-4-5196,/data4/hfxie/Dataset/Interfaces/7SFW/1/E-O-E,/data4/hfxie/Dataset/Interfaces/7SFW/1/E-O-O,6001,5196,7SFW
7SFV-1-B-2-6001,7SFV-1-N-5-2582,/data4/hfxie/Dataset/Interfaces/7SFV/1/B-N-B,/data4/hfxie/Dataset/Interfaces/7SFV/1/B-N-N,6001,2582,7SFV
7SFV-1-K-2-6001,7SFV-1-L-3-2797,/data4/hfxie/Dataset/Interfaces/7SFV/1/K-L-K,/data4/hfxie/Dataset/Interfaces/7SFV/1/K-L-L,6001,2797,7SFV
2AMC-1-A-1-9665,2AMC-1-B-2-4295,/data4/hfxie/Dataset/Interfaces/2AMC/1/A-B-A,/data4/hfxie/Dataset/Interfaces/2AMC/1/A-B-B,9665,4295,2AMC
2EHB-1-A-1-10374,2EHB-1-D-2-9232,/data4/hfxie/Dataset/Interfaces/2EHB/1/A-D-A,/data4/hfxie/Dataset/Interfaces/2EHB/1/A-D-D,10374,9232,2EHB
5ZTB-1-E-1-6595,5ZTB-1-B-2-9878,/data4/hfxie/Dataset/Interfaces/5ZTB/1/E-B-E,/data4/hfxie/Dataset/Interfaces/5ZTB/1/E-B-B,6595,9878,5ZTB
6A3V-3-E-1-12418,6A3V-3-F-2-3790,/data4/hfxie/Dataset/Interfaces/6A3V/3/E-F-E,/data4/hfxie/Dataset/Interfaces/6A3V/3/E-F-F,12418,3790,6A3V
3PBP-2-D-1-4587,3PBP-2-E-2-12071,/data4/hfxie/Dataset/Interfaces/3PBP/2/D-E-D,/data4/hfxie/Dataset/Interfaces/3PBP/2/D-E-E,4587,12071,3PBP
6XGU-1-A-1-227,6XGU-1-B-2-4813,/data4/hfxie/Dataset/Interfaces/6XGU/1/A-B-A,/data4/hfxie/Dataset/Interfaces/6XGU/1/A-B-B,227,4813,6XGU
8HF3-1-A-1-6815,8HF3-1-B-2-12543,/data4/hfxie/Dataset/Interfaces/8HF3/1/A-B-A,/data4/hfxie/Dataset/Interfaces/8HF3/1/A-B-B,6815,12543,8HF3
2WZR-1-1-1-10674,2WZR-1-2-2-7925,/data4/hfxie/Dataset/Interfaces/2WZR/1/1-2-1,/data4/hfxie/Dataset/Interfaces/2WZR/1/1-2-2,10674,7925,2WZR
2WZR-1-1-1-10674,2WZR-1-3-3-5630,/data4/hfxie/Dataset/Interfaces/2WZR/1/1-3-1,/data4/hfxie/Dataset/Interfaces/2WZR/1/1-3-3,10674,5630,2WZR
3V7D-1-A-1-2771,3V7D-1-B-2-10913,/data4/hfxie/Dataset/Interfaces/3V7D/1/A-B-A,/data4/hfxie/Dataset/Interfaces/3V7D/1/A-B-B,2771,10913,3V7D
4QLP-1-A-1-6844,4QLP-1-B-2-1086,/data4/hfxie/Dataset/Interfaces/4QLP/1/A-B-A,/data4/hfxie/Dataset/Interfaces/4QLP/1/A-B-B,6844,1086,4QLP
6PAI-1-A-1-5300,6PAI-1-C-2-6443,/data4/hfxie/Dataset/Interfaces/6PAI/1/A-C-A,/data4/hfxie/Dataset/Interfaces/6PAI/1/A-C-C,5300,6443,6PAI
6UD7-1-A-1-6443,6UD7-1-B-2-1670,/data4/hfxie/Dataset/Interfaces/6UD7/1/A-B-A,/data4/hfxie/Dataset/Interfaces/6UD7/1/A-B-B,6443,1670,6UD7
6UD7-1-A-1-6443,6UD7-1-D-4-2864,/data4/hfxie/Dataset/Interfaces/6UD7/1/A-D-A,/data4/hfxie/Dataset/Interfaces/6UD7/1/A-D-D,6443,2864,6UD7
6PAI-1-C-2-6443,6PAI-1-D-3-11151,/data4/hfxie/Dataset/Interfaces/6PAI/1/C-D-C,/data4/hfxie/Dataset/Interfaces/6PAI/1/C-D-D,6443,11151,6PAI
6Q0V-1-B-2-7243,6Q0V-1-D-4-11151,/data4/hfxie/Dataset/Interfaces/6Q0V/1/B-D-B,/data4/hfxie/Dataset/Interfaces/6Q0V/1/B-D-D,7243,11151,6Q0V
6Q0W-1-C-3-7240,6Q0W-1-D-4-11151,/data4/hfxie/Dataset/Interfaces/6Q0W/1/C-D-C,/data4/hfxie/Dataset/Interfaces/6Q0W/1/C-D-D,7240,11151,6Q0W
7F4G-1-C-3-12419,7F4G-1-K-9-10743,/data4/hfxie/Dataset/Interfaces/7F4G/1/C-K-C,/data4/hfxie/Dataset/Interfaces/7F4G/1/C-K-K,12419,10743,7F4G
7F4G-1-C-3-12419,7F4G-1-L-10-9233,/data4/hfxie/Dataset/Interfaces/7F4G/1/C-L-C,/data4/hfxie/Dataset/Interfaces/7F4G/1/C-L-L,12419,9233,7F4G
8QEP-1-C-3-12419,8QEP-1-J-9-5774,/data4/hfxie/Dataset/Interfaces/8QEP/1/C-J-C,/data4/hfxie/Dataset/Interfaces/8QEP/1/C-J-J,12419,5774,8QEP
7B7U-1-C-3-12419,7B7U-1-H-6-10023,/data4/hfxie/Dataset/Interfaces/7B7U/1/C-H-C,/data4/hfxie/Dataset/Interfaces/7B7U/1/C-H-H,12419,10023,7B7U
7B7U-1-B-2-7782,7B7U-1-C-3-12419,/data4/hfxie/Dataset/Interfaces/7B7U/1/B-C-B,/data4/hfxie/Dataset/Interfaces/7B7U/1/B-C-C,7782,12419,7B7U
6DRD-1-C-3-12419,6DRD-1-M-13-561,/data4/hfxie/Dataset/Interfaces/6DRD/1/C-M-C,/data4/hfxie/Dataset/Interfaces/6DRD/1/C-M-M,12419,561,6DRD
7OZN-1-B-2-7782,7OZN-1-P-4-12704,/data4/hfxie/Dataset/Interfaces/7OZN/1/B-P-B,/data4/hfxie/Dataset/Interfaces/7OZN/1/B-P-P,7782,12704,7OZN
2C35-4-G-1-12704,2C35-4-H-2-6495,/data4/hfxie/Dataset/Interfaces/2C35/4/G-H-G,/data4/hfxie/Dataset/Interfaces/2C35/4/G-H-H,12704,6495,2C35
7OZO-1-N-2-7782,7OZO-1-U-9-4770,/data4/hfxie/Dataset/Interfaces/7OZO/1/N-U-N,/data4/hfxie/Dataset/Interfaces/7OZO/1/N-U-U,7782,4770,7OZO
7OZP-1-B-2-7782,7OZP-1-S-7-6495,/data4/hfxie/Dataset/Interfaces/7OZP/1/B-S-B,/data4/hfxie/Dataset/Interfaces/7OZP/1/B-S-S,7782,6495,7OZP
7OZO-1-N-2-7782,7OZO-1-V-10-5774,/data4/hfxie/Dataset/Interfaces/7OZO/1/N-V-N,/data4/hfxie/Dataset/Interfaces/7OZO/1/N-V-V,7782,5774,7OZO
6DRD-1-B-2-7782,6DRD-1-M-13-561,/data4/hfxie/Dataset/Interfaces/6DRD/1/B-M-B,/data4/hfxie/Dataset/Interfaces/6DRD/1/B-M-M,7782,561,6DRD
7OZP-1-T-8-10023,7OZP-1-W-11-10743,/data4/hfxie/Dataset/Interfaces/7OZP/1/T-W-T,/data4/hfxie/Dataset/Interfaces/7OZP/1/T-W-W,10023,10743,7OZP
7B7U-1-B-2-7782,7B7U-1-K-9-10743,/data4/hfxie/Dataset/Interfaces/7B7U/1/B-K-B,/data4/hfxie/Dataset/Interfaces/7B7U/1/B-K-K,7782,10743,7B7U
2JGZ-1-A-1-6676,2JGZ-1-B-2-13154,/data4/hfxie/Dataset/Interfaces/2JGZ/1/A-B-A,/data4/hfxie/Dataset/Interfaces/2JGZ/1/A-B-B,6676,13154,2JGZ
8PIH-1-A-1-9234,8PIH-1-B-2-4425,/data4/hfxie/Dataset/Interfaces/8PIH/1/A-B-A,/data4/hfxie/Dataset/Interfaces/8PIH/1/A-B-B,9234,4425,8PIH
6KMZ-1-A-1-8863,6KMZ-1-E-2-12544,/data4/hfxie/Dataset/Interfaces/6KMZ/1/A-E-A,/data4/hfxie/Dataset/Interfaces/6KMZ/1/A-E-E,8863,12544,6KMZ
6KN0-2-D-2-6816,6KN0-2-F-3-12544,/data4/hfxie/Dataset/Interfaces/6KN0/2/D-F-D,/data4/hfxie/Dataset/Interfaces/6KN0/2/D-F-F,6816,12544,6KN0
8Q6Q-1-A-1-10375,8Q6Q-1-C-2-9235,/data4/hfxie/Dataset/Interfaces/8Q6Q/1/A-C-A,/data4/hfxie/Dataset/Interfaces/8Q6Q/1/A-C-C,10375,9235,8Q6Q
3FWB-1-B-2-12706,3FWB-1-C-3-12072,/data4/hfxie/Dataset/Interfaces/3FWB/1/B-C-B,/data4/hfxie/Dataset/Interfaces/3FWB/1/B-C-C,12706,12072,3FWB
3FWB-1-A-1-378,3FWB-1-B-2-12706,/data4/hfxie/Dataset/Interfaces/3FWB/1/A-B-A,/data4/hfxie/Dataset/Interfaces/3FWB/1/A-B-B,378,12706,3FWB
8DFH-1-A-1-3658,8DFH-1-L-3-2582,/data4/hfxie/Dataset/Interfaces/8DFH/1/A-L-A,/data4/hfxie/Dataset/Interfaces/8DFH/1/A-L-L,3658,2582,8DFH
7VY5-1-A-1-2598,7VY5-1-E-5-5405,/data4/hfxie/Dataset/Interfaces/7VY5/1/A-E-A,/data4/hfxie/Dataset/Interfaces/7VY5/1/A-E-E,2598,5405,7VY5
7VY5-1-B-2-867,7VY5-1-E-5-5405,/data4/hfxie/Dataset/Interfaces/7VY5/1/B-E-B,/data4/hfxie/Dataset/Interfaces/7VY5/1/B-E-E,867,5405,7VY5
9RKS-1-F-1-5597,9RKS-1-f-4-2074,/data4/hfxie/Dataset/Interfaces/9RKS/1/F-f-F,/data4/hfxie/Dataset/Interfaces/9RKS/1/F-f-f,5597,2074,9RKS
8FWE-1-AN-3-10123,8FWE-1-AS-4-5597,/data4/hfxie/Dataset/Interfaces/8FWE/1/AN-AS-AN,/data4/hfxie/Dataset/Interfaces/8FWE/1/AN-AS-AS,10123,5597,8FWE
8FWE-1-U3-6-2770,8FWE-1-I-3-10123,/data4/hfxie/Dataset/Interfaces/8FWE/1/U3-I-U3,/data4/hfxie/Dataset/Interfaces/8FWE/1/U3-I-I,2770,10123,8FWE
5KDM-1-A-1-3025,5KDM-1-D-4-6817,/data4/hfxie/Dataset/Interfaces/5KDM/1/A-D-A,/data4/hfxie/Dataset/Interfaces/5KDM/1/A-D-D,3025,6817,5KDM
5KDM-1-B-2-6750,5KDM-1-D-4-6817,/data4/hfxie/Dataset/Interfaces/5KDM/1/B-D-B,/data4/hfxie/Dataset/Interfaces/5KDM/1/B-D-D,6750,6817,5KDM
6YGB-1-A-1-3745,6YGB-1-B-2-8263,/data4/hfxie/Dataset/Interfaces/6YGB/1/A-B-A,/data4/hfxie/Dataset/Interfaces/6YGB/1/A-B-B,3745,8263,6YGB
6YGD-1-A-1-3745,6YGD-1-C-3-9911,/data4/hfxie/Dataset/Interfaces/6YGD/1/A-C-A,/data4/hfxie/Dataset/Interfaces/6YGD/1/A-C-C,3745,9911,6YGD
6YGB-1-B-2-8263,6YGB-1-C-3-9911,/data4/hfxie/Dataset/Interfaces/6YGB/1/B-C-B,/data4/hfxie/Dataset/Interfaces/6YGB/1/B-C-C,8263,9911,6YGB
2I3T-2-C-1-5939,2I3T-2-D-2-5406,/data4/hfxie/Dataset/Interfaces/2I3T/2/C-D-C,/data4/hfxie/Dataset/Interfaces/2I3T/2/C-D-D,5939,5406,2I3T
6TDW-1-B-3-3542,6TDW-1-C-4-6225,/data4/hfxie/Dataset/Interfaces/6TDW/1/B-C-B,/data4/hfxie/Dataset/Interfaces/6TDW/1/B-C-C,3542,6225,6TDW
6WUC-1-H-1-8566,6WUC-1-I-2-12422,/data4/hfxie/Dataset/Interfaces/6WUC/1/H-I-H,/data4/hfxie/Dataset/Interfaces/6WUC/1/H-I-I,8566,12422,6WUC
6WUC-1-I-2-12422,6WUC-1-K-3-10377,/data4/hfxie/Dataset/Interfaces/6WUC/1/I-K-I,/data4/hfxie/Dataset/Interfaces/6WUC/1/I-K-K,12422,10377,6WUC
6WUC-1-H-1-8566,6WUC-1-K-3-10377,/data4/hfxie/Dataset/Interfaces/6WUC/1/H-K-H,/data4/hfxie/Dataset/Interfaces/6WUC/1/H-K-K,8566,10377,6WUC
9IV3-1-C-1-12891,9IV3-1-G-2-445,/data4/hfxie/Dataset/Interfaces/9IV3/1/C-G-C,/data4/hfxie/Dataset/Interfaces/9IV3/1/C-G-G,12891,445,9IV3
6OWG-1-m-1-12891,6OWG-1-p-2-961,/data4/hfxie/Dataset/Interfaces/6OWG/1/m-p-m,/data4/hfxie/Dataset/Interfaces/6OWG/1/m-p-p,12891,961,6OWG
9E83-1-B-1-4559,9E83-1-A-2-10124,/data4/hfxie/Dataset/Interfaces/9E83/1/B-A-B,/data4/hfxie/Dataset/Interfaces/9E83/1/B-A-A,4559,10124,9E83
8GNN-1-B-2-8360,8GNN-1-C-3-11042,/data4/hfxie/Dataset/Interfaces/8GNN/1/B-C-B,/data4/hfxie/Dataset/Interfaces/8GNN/1/B-C-C,8360,11042,8GNN
3GGR-1-A-1-8111,3GGR-1-C-3-11042,/data4/hfxie/Dataset/Interfaces/3GGR/1/A-C-A,/data4/hfxie/Dataset/Interfaces/3GGR/1/A-C-C,8111,11042,3GGR
3GGR-1-A-1-8111,3GGR-1-B-2-8360,/data4/hfxie/Dataset/Interfaces/3GGR/1/A-B-A,/data4/hfxie/Dataset/Interfaces/3GGR/1/A-B-B,8111,8360,3GGR
2DSP-1-B-1-10481,2DSP-1-I-2-10155,/data4/hfxie/Dataset/Interfaces/2DSP/1/B-I-B,/data4/hfxie/Dataset/Interfaces/2DSP/1/B-I-I,10481,10155,2DSP
2DSQ-1-B-1-10481,2DSQ-1-G-3-7940,/data4/hfxie/Dataset/Interfaces/2DSQ/1/B-G-B,/data4/hfxie/Dataset/Interfaces/2DSQ/1/B-G-G,10481,7940,2DSQ
2DSR-1-G-1-9203,2DSR-1-B-2-10481,/data4/hfxie/Dataset/Interfaces/2DSR/1/G-B-G,/data4/hfxie/Dataset/Interfaces/2DSR/1/G-B-B,9203,10481,2DSR
5B5N-1-I-5-10424,5B5N-1-J-6-5554,/data4/hfxie/Dataset/Interfaces/5B5N/1/I-J-I,/data4/hfxie/Dataset/Interfaces/5B5N/1/I-J-J,10424,5554,5B5N
7C52-1-M-3-1572,7C52-1-Q-5-10424,/data4/hfxie/Dataset/Interfaces/7C52/1/M-Q-M,/data4/hfxie/Dataset/Interfaces/7C52/1/M-Q-Q,1572,10424,7C52
5Y5S-1-L-2-9337,5Y5S-1-9-5-10424,/data4/hfxie/Dataset/Interfaces/5Y5S/1/L-9-L,/data4/hfxie/Dataset/Interfaces/5Y5S/1/L-9-9,9337,10424,5Y5S
4V8K-2-BH-4-4457,4V8K-2-BD-5-10424,/data4/hfxie/Dataset/Interfaces/4V8K/2/BH-BD-BH,/data4/hfxie/Dataset/Interfaces/4V8K/2/BH-BD-BD,4457,10424,4V8K
5B5N-1-C-1-12782,5B5N-1-3-5-10424,/data4/hfxie/Dataset/Interfaces/5B5N/1/C-3-C,/data4/hfxie/Dataset/Interfaces/5B5N/1/C-3-3,12782,10424,5B5N
5B5N-2-o-1-12782,5B5N-2-y-3-1572,/data4/hfxie/Dataset/Interfaces/5B5N/2/o-y-o,/data4/hfxie/Dataset/Interfaces/5B5N/2/o-y-y,12782,1572,5B5N
4V8K-1-AC-1-12782,4V8K-1-AL-2-9337,/data4/hfxie/Dataset/Interfaces/4V8K/1/AC-AL-AC,/data4/hfxie/Dataset/Interfaces/4V8K/1/AC-AL-AL,12782,9337,4V8K
8WDU-1-C-1-12782,8WDU-1-Y-7-9534,/data4/hfxie/Dataset/Interfaces/8WDU/1/C-Y-C,/data4/hfxie/Dataset/Interfaces/8WDU/1/C-Y-Y,12782,9534,8WDU
8WDV-1-C-1-12782,8WDV-1-H-4-4457,/data4/hfxie/Dataset/Interfaces/8WDV/1/C-H-C,/data4/hfxie/Dataset/Interfaces/8WDV/1/C-H-H,12782,4457,8WDV
8WDV-1-C-1-12782,8WDV-1-3-9-7756,/data4/hfxie/Dataset/Interfaces/8WDV/1/C-3-C,/data4/hfxie/Dataset/Interfaces/8WDV/1/C-3-3,12782,7756,8WDV
7C9R-1-C-1-12782,7C9R-1-S-9-2824,/data4/hfxie/Dataset/Interfaces/7C9R/1/C-S-C,/data4/hfxie/Dataset/Interfaces/7C9R/1/C-S-S,12782,2824,7C9R
7C9R-1-C-1-12782,7C9R-1-H-4-2485,/data4/hfxie/Dataset/Interfaces/7C9R/1/C-H-C,/data4/hfxie/Dataset/Interfaces/7C9R/1/C-H-H,12782,2485,7C9R
7C9R-1-C-1-12782,7C9R-1-9-10-12219,/data4/hfxie/Dataset/Interfaces/7C9R/1/C-9-C,/data4/hfxie/Dataset/Interfaces/7C9R/1/C-9-9,12782,12219,7C9R
8WDV-1-H-4-4457,8WDV-1-B-6-5554,/data4/hfxie/Dataset/Interfaces/8WDV/1/H-B-H,/data4/hfxie/Dataset/Interfaces/8WDV/1/H-B-B,4457,5554,8WDV
7C9R-1-D-5-2824,7C9R-1-E-7-5554,/data4/hfxie/Dataset/Interfaces/7C9R/1/D-E-D,/data4/hfxie/Dataset/Interfaces/7C9R/1/D-E-E,2824,5554,7C9R
7C9R-1-H-4-2485,7C9R-1-B-6-5554,/data4/hfxie/Dataset/Interfaces/7C9R/1/H-B-H,/data4/hfxie/Dataset/Interfaces/7C9R/1/H-B-B,2485,5554,7C9R
8WDV-1-M-3-1572,8WDV-1-H-4-4457,/data4/hfxie/Dataset/Interfaces/8WDV/1/M-H-M,/data4/hfxie/Dataset/Interfaces/8WDV/1/M-H-H,1572,4457,8WDV
8V4M-1-C-1-1754,8V4M-1-E-3-5489,/data4/hfxie/Dataset/Interfaces/8V4M/1/C-E-C,/data4/hfxie/Dataset/Interfaces/8V4M/1/C-E-E,1754,5489,8V4M
9BAW-1-A-1-3453,9BAW-1-B-2-809,/data4/hfxie/Dataset/Interfaces/9BAW/1/A-B-A,/data4/hfxie/Dataset/Interfaces/9BAW/1/A-B-B,3453,809,9BAW
1QGK-1-A-1-3453,1QGK-1-B-2-1925,/data4/hfxie/Dataset/Interfaces/1QGK/1/A-B-A,/data4/hfxie/Dataset/Interfaces/1QGK/1/A-B-B,3453,1925,1QGK
9N85-1-A-1-3453,9N85-1-B-2-2848,/data4/hfxie/Dataset/Interfaces/9N85/1/A-B-A,/data4/hfxie/Dataset/Interfaces/9N85/1/A-B-B,3453,2848,9N85
1UKL-2-B-1-3453,1UKL-2-E-2-1846,/data4/hfxie/Dataset/Interfaces/1UKL/2/B-E-B,/data4/hfxie/Dataset/Interfaces/1UKL/2/B-E-E,3453,1846,1UKL
2V6X-1-A-1-12424,2V6X-1-B-2-10378,/data4/hfxie/Dataset/Interfaces/2V6X/1/A-B-A,/data4/hfxie/Dataset/Interfaces/2V6X/1/A-B-B,12424,10378,2V6X
4WJW-1-A-1-9236,4WJW-1-B-2-12974,/data4/hfxie/Dataset/Interfaces/4WJW/1/A-B-A,/data4/hfxie/Dataset/Interfaces/4WJW/1/A-B-B,9236,12974,4WJW
4YG8-2-A-1-6669,4YG8-2-B-2-12974,/data4/hfxie/Dataset/Interfaces/4YG8/2/A-B-A,/data4/hfxie/Dataset/Interfaces/4YG8/2/A-B-B,6669,12974,4YG8
4PVZ-1-A-1-7926,4PVZ-1-C-2-12425,/data4/hfxie/Dataset/Interfaces/4PVZ/1/A-C-A,/data4/hfxie/Dataset/Interfaces/4PVZ/1/A-C-C,7926,12425,4PVZ
7BGL-1-7-3-10379,7BGL-1-G-1-9237,/data4/hfxie/Dataset/Interfaces/7BGL/1/7-G-7,/data4/hfxie/Dataset/Interfaces/7BGL/1/7-G-G,10379,9237,7BGL
8WL2-1-B-1-9237,8WL2-1-a-2-2693,/data4/hfxie/Dataset/Interfaces/8WL2/1/B-a-B,/data4/hfxie/Dataset/Interfaces/8WL2/1/B-a-a,9237,2693,8WL2
6UZD-1-C-1-6464,6UZD-1-I-2-4533,/data4/hfxie/Dataset/Interfaces/6UZD/1/C-I-C,/data4/hfxie/Dataset/Interfaces/6UZD/1/C-I-I,6464,4533,6UZD
7NNU-1-C-3-12129,7NNU-1-D-4-9518,/data4/hfxie/Dataset/Interfaces/7NNU/1/C-D-C,/data4/hfxie/Dataset/Interfaces/7NNU/1/C-D-D,12129,9518,7NNU
2GUZ-6-K-1-7209,2GUZ-6-L-2-13406,/data4/hfxie/Dataset/Interfaces/2GUZ/6/K-L-K,/data4/hfxie/Dataset/Interfaces/2GUZ/6/K-L-L,7209,13406,2GUZ
9UX0-1-A-1-3265,9UX0-1-B-2-12017,/data4/hfxie/Dataset/Interfaces/9UX0/1/A-B-A,/data4/hfxie/Dataset/Interfaces/9UX0/1/A-B-B,3265,12017,9UX0
6R6B-1-B-1-85,6R6B-1-H-3-11184,/data4/hfxie/Dataset/Interfaces/6R6B/1/B-H-B,/data4/hfxie/Dataset/Interfaces/6R6B/1/B-H-H,85,11184,6R6B
6Q14-1-AC-1-4465,6Q14-1-9-4-11184,/data4/hfxie/Dataset/Interfaces/6Q14/1/AC-9-AC,/data4/hfxie/Dataset/Interfaces/6Q14/1/AC-9-9,4465,11184,6Q14
6PEP-1-5-2-9335,6PEP-1-9-3-11184,/data4/hfxie/Dataset/Interfaces/6PEP/1/5-9-5,/data4/hfxie/Dataset/Interfaces/6PEP/1/5-9-9,9335,11184,6PEP
6R6B-1-F-2-9125,6R6B-1-G-3-11184,/data4/hfxie/Dataset/Interfaces/6R6B/1/F-G-F,/data4/hfxie/Dataset/Interfaces/6R6B/1/F-G-G,9125,11184,6R6B
7AHI-1-2W-6-3291,7AHI-1-5G-7-13341,/data4/hfxie/Dataset/Interfaces/7AHI/1/2W-5G-2W,/data4/hfxie/Dataset/Interfaces/7AHI/1/2W-5G-5G,3291,13341,7AHI
7AHI-1-1O-4-4277,7AHI-1-5I-7-13341,/data4/hfxie/Dataset/Interfaces/7AHI/1/1O-5I-1O,/data4/hfxie/Dataset/Interfaces/7AHI/1/1O-5I-5I,4277,13341,7AHI
7AHI-1-1E-1-85,7AHI-1-5F-7-13341,/data4/hfxie/Dataset/Interfaces/7AHI/1/1E-5F-1E,/data4/hfxie/Dataset/Interfaces/7AHI/1/1E-5F-5F,85,13341,7AHI
7AHI-1-1F-2-9335,7AHI-1-1K-4-4277,/data4/hfxie/Dataset/Interfaces/7AHI/1/1F-1K-1F,/data4/hfxie/Dataset/Interfaces/7AHI/1/1F-1K-1K,9335,4277,7AHI
6Q14-1-AA-1-4465,6Q14-1-5-3-9335,/data4/hfxie/Dataset/Interfaces/6Q14/1/AA-5-AA,/data4/hfxie/Dataset/Interfaces/6Q14/1/AA-5-5,4465,9335,6Q14
7AHI-1-1E-1-85,7AHI-1-1F-2-9335,/data4/hfxie/Dataset/Interfaces/7AHI/1/1E-1F-1E,/data4/hfxie/Dataset/Interfaces/7AHI/1/1E-1F-1F,85,9335,7AHI
7AH9-1-1F-2-9335,7AH9-1-1Z-5-5484,/data4/hfxie/Dataset/Interfaces/7AH9/1/1F-1Z-1F,/data4/hfxie/Dataset/Interfaces/7AH9/1/1F-1Z-1Z,9335,5484,7AH9
7AHI-1-1O-4-4277,7AHI-1-2D-6-3291,/data4/hfxie/Dataset/Interfaces/7AHI/1/1O-2D-1O,/data4/hfxie/Dataset/Interfaces/7AHI/1/1O-2D-2D,4277,3291,7AHI
7AHI-1-1B-1-85,7AHI-1-1M-4-4277,/data4/hfxie/Dataset/Interfaces/7AHI/1/1B-1M-1B,/data4/hfxie/Dataset/Interfaces/7AHI/1/1B-1M-1M,85,4277,7AHI
7AHI-1-1E-1-85,7AHI-1-2E-6-3291,/data4/hfxie/Dataset/Interfaces/7AHI/1/1E-2E-1E,/data4/hfxie/Dataset/Interfaces/7AHI/1/1E-2E-2E,85,3291,7AHI
7AHI-1-1C-1-85,7AHI-1-1Z-5-5484,/data4/hfxie/Dataset/Interfaces/7AHI/1/1C-1Z-1C,/data4/hfxie/Dataset/Interfaces/7AHI/1/1C-1Z-1Z,85,5484,7AHI
6Q14-1-0-2-85,6Q14-1-v-1-4465,/data4/hfxie/Dataset/Interfaces/6Q14/1/0-v-0,/data4/hfxie/Dataset/Interfaces/6Q14/1/0-v-v,85,4465,6Q14
8TW7-1-5-1-3559,8TW7-1-1-5-12501,/data4/hfxie/Dataset/Interfaces/8TW7/1/5-1-5,/data4/hfxie/Dataset/Interfaces/8TW7/1/5-1-1,3559,12501,8TW7
8TW8-1-4-1-6756,8TW8-1-1-5-12501,/data4/hfxie/Dataset/Interfaces/8TW8/1/4-1-4,/data4/hfxie/Dataset/Interfaces/8TW8/1/4-1-1,6756,12501,8TW8
4YBH-1-A-1-12018,4YBH-1-B-2-7140,/data4/hfxie/Dataset/Interfaces/4YBH/1/A-B-A,/data4/hfxie/Dataset/Interfaces/4YBH/1/A-B-B,12018,7140,4YBH
9H1J-2-B-1-4425,9H1J-2-F-2-5003,/data4/hfxie/Dataset/Interfaces/9H1J/2/B-F-B,/data4/hfxie/Dataset/Interfaces/9H1J/2/B-F-F,4425,5003,9H1J
7NAP-1-E-5-3268,7NAP-1-d-15-8910,/data4/hfxie/Dataset/Interfaces/7NAP/1/E-d-E,/data4/hfxie/Dataset/Interfaces/7NAP/1/E-d-d,3268,8910,7NAP
7NAP-1-B-2-4269,7NAP-1-h-15-8910,/data4/hfxie/Dataset/Interfaces/7NAP/1/B-h-B,/data4/hfxie/Dataset/Interfaces/7NAP/1/B-h-h,4269,8910,7NAP
8CXB-1-A-3-3128,8CXB-1-g-1-8910,/data4/hfxie/Dataset/Interfaces/8CXB/1/A-g-A,/data4/hfxie/Dataset/Interfaces/8CXB/1/A-g-g,3128,8910,8CXB
7NAP-1-U-7-7602,7NAP-1-m-15-8910,/data4/hfxie/Dataset/Interfaces/7NAP/1/U-m-U,/data4/hfxie/Dataset/Interfaces/7NAP/1/U-m-m,7602,8910,7NAP
5MX5-1-E-1-1088,5MX5-1-F-2-8910,/data4/hfxie/Dataset/Interfaces/5MX5/1/E-F-E,/data4/hfxie/Dataset/Interfaces/5MX5/1/E-F-F,1088,8910,5MX5
7NAP-1-C-3-7001,7NAP-1-i-15-8910,/data4/hfxie/Dataset/Interfaces/7NAP/1/C-i-C,/data4/hfxie/Dataset/Interfaces/7NAP/1/C-i-i,7001,8910,7NAP
8CXB-1-c-1-8910,8CXB-1-D-6-4472,/data4/hfxie/Dataset/Interfaces/8CXB/1/c-D-c,/data4/hfxie/Dataset/Interfaces/8CXB/1/c-D-D,8910,4472,8CXB
8CXB-1-e-1-8910,8CXB-1-F-8-6181,/data4/hfxie/Dataset/Interfaces/8CXB/1/e-F-e,/data4/hfxie/Dataset/Interfaces/8CXB/1/e-F-F,8910,6181,8CXB
1EFU-1-C-1-3782,1EFU-1-D-2-6160,/data4/hfxie/Dataset/Interfaces/1EFU/1/C-D-C,/data4/hfxie/Dataset/Interfaces/1EFU/1/C-D-D,3782,6160,1EFU
